"","country","year","ZScore_Index","CLUM_category","MaxMin_Index","NAPercent"
"81","Bahamas, The",2011,1.48114627773253,"Food",0.476656202062962,40
"82","Bhutan",2004,-0.558399801524676,"Food",0.186106776965594,20
"83","Bhutan",2007,-0.0794232033500587,"Food",0.225573811452578,20
"84","Bhutan",2011,-0.0102043815129547,"Food",0.232614826356454,20
"85","Botswana",2004,-0.615028031259992,"Food",0.187261760612318,20
"86","Botswana",2007,-0.586281670321412,"Food",0.190203606157821,20
"87","Botswana",2011,0.196060615392775,"Food",0.201508608936943,0
"88","Belarus",2004,-0.297387734457256,"Food",0.207921597972034,20
"89","Belarus",2007,0.0503134021129457,"Food",0.237227043671366,20
"90","Belarus",2011,0.491912295284089,"Food",0.275166390140133,20
"91","Belize",2004,-0.12927553201111,"Food",0.173616809677058,0
"92","Belize",2007,-0.149172134051283,"Food",0.172575155858153,0
"93","Belize",2011,-0.285705547399964,"Food",0.161119418468498,0
"94","Canada",2004,-0.220837427707149,"Food",0.214982361619477,20
"95","Canada",2007,-0.181390669572505,"Food",0.218064524833211,20
"96","Canada",2011,0.0487659194815264,"Food",0.238445478637896,20
"97","Congo, Dem. Rep.",2004,-0.492586553299921,"Food",0.188577698182687,20
"98","Congo, Dem. Rep.",2007,-0.455979387931273,"Food",0.191701521025244,20
"99","Congo, Dem. Rep.",2011,-0.265415132010324,"Food",0.207969074284913,20
"100","Central African Republic",2004,-0.65416957127523,"Food",0.185028571064506,20
"101","Central African Republic",2007,-0.362281574837252,"Food",0.20985631542057,20
"102","Central African Republic",2011,-0.0937486376633175,"Food",0.178007637720452,0
"103","Congo, Rep.",2004,-0.568227884194536,"Food",0.136614165731359,0
"104","Congo, Rep.",2007,-0.317812129517456,"Food",0.158049390864603,0
"105","Congo, Rep.",2011,-0.0425680102039944,"Food",0.18155777990862,0
"106","Switzerland",2004,0.353065929688834,"Food",0.268575967072013,20
"107","Switzerland",2007,0.313272368817278,"Food",0.264687108254966,20
"108","Switzerland",2011,0.525669218986033,"Food",0.283539097579139,20
"109","Cote d'Ivoire",2004,-0.375472314155414,"Food",0.153921221623785,0
"110","Cote d'Ivoire",2007,-0.347040436844551,"Food",0.155940267283654,0
"111","Cote d'Ivoire",2011,-0.10539216873302,"Food",0.17695255717076,0
"112","Chile",2004,0.209399230716165,"Food",0.20488070001169,0
"113","Chile",2007,0.352529318803318,"Food",0.216995927872875,0
"114","Chile",2011,0.609983130984634,"Food",0.240436543406792,0
"115","Cameroon",2004,-0.570692018184796,"Food",0.137201325728684,0
"116","Cameroon",2007,-0.115987484929545,"Food",0.176023423295419,0
"117","Cameroon",2011,0.427495181257598,"Food",0.222143266044079,0
"118","China",2004,-0.0136240134943492,"Food",0.187500796262767,0
"119","China",2007,0.196481269752808,"Food",0.205432669850558,0
"120","China",2011,0.499986723910695,"Food",0.231464072113345,0
"121","Colombia",2004,-0.109110773182754,"Food",0.177243917486471,0
"122","Colombia",2007,0.0750254510667348,"Food",0.192539827797301,0
"123","Colombia",2011,0.0764034170793148,"Food",0.192016226379992,0
"124","Costa Rica",2004,-0.104508103050636,"Food",0.175441055971611,0
"125","Costa Rica",2007,0.220189610838519,"Food",0.2034723087439,0
"126","Costa Rica",2011,0.354247117019915,"Food",0.214928469087829,0
"127","Cuba",2004,0.406964721539269,"Food",0.217784255912452,0
"128","Cuba",2007,0.207511589692119,"Food",0.198992232682388,0
"129","Cuba",2011,0.032484172887205,"Food",0.185432269383629,0
"130","Cabo Verde",2004,-0.645362708194844,"Food",0.18446517133061,20
"131","Cabo Verde",2007,-0.36240847768771,"Food",0.208072684837329,20
"132","Cabo Verde",2011,-0.782088026762353,"Food",0.172174357396674,20
"133","Curacao",2004,NA,"Food",NA,100
"134","Curacao",2007,NA,"Food",NA,100
"135","Curacao",2011,NA,"Food",NA,100
"136","Cyprus",2004,-0.147191896477883,"Food",0.218932962422661,20
"137","Cyprus",2007,-0.521852648850487,"Food",0.186899451325095,20
"138","Cyprus",2011,-0.554537663131597,"Food",0.184485860615326,20
"139","Czech Republic",2004,0.228961637451454,"Food",0.256562883738035,20
"140","Czech Republic",2007,-0.0284379705407692,"Food",0.233229513445543,20
"141","Czech Republic",2011,0.139187228167494,"Food",0.249066026664729,20
"142","Germany",2004,0.470569801158061,"Food",0.279500406492815,20
"143","Germany",2007,0.255953907305519,"Food",0.259483524742121,20
"144","Germany",2011,0.403115738905699,"Food",0.272538807661653,20
"145","Djibouti",2004,-0.584722216326901,"Food",0.191919987720321,20
"146","Djibouti",2007,0.3227880288622,"Food",0.269417673611152,20
"147","Djibouti",2011,0.246676534050653,"Food",0.262953341620044,20
"148","Denmark",2004,0.234657884834357,"Food",0.257673123016974,20
"149","Denmark",2007,0.187977653694893,"Food",0.253214408571875,20
"150","Denmark",2011,0.298615367594071,"Food",0.263056492728894,20
"151","Dominica",2004,-0.386261776767134,"Food",0.197877434408973,20
"152","Dominica",2007,-0.226899527893803,"Food",0.211331647670024,20
"153","Dominica",2011,-0.29684600449002,"Food",0.205699025356726,20
"154","Dominican Republic",2004,-0.27788695017766,"Food",0.164538916324279,0
"155","Dominican Republic",2007,0.0604676717572002,"Food",0.19386789286125,0
"156","Dominican Republic",2011,0.30338176105218,"Food",0.214720631574349,0
"157","Algeria",2004,-0.356311153475625,"Food",0.154293001450568,0
"158","Algeria",2007,-0.428135624815233,"Food",0.147949731785118,0
"159","Algeria",2011,0.30623253173174,"Food",0.210566959081601,0
"160","Ecuador",2004,-0.216519909114713,"Food",0.168237395359893,0
"161","Ecuador",2007,-0.0914106264409605,"Food",0.17917895276878,0
"162","Ecuador",2011,0.138935901087401,"Food",0.197896188267216,0
"163","Estonia",2004,-0.373161172275377,"Food",0.200723930273712,20
"164","Estonia",2007,0.00125354861386289,"Food",0.233685186906769,20
"165","Estonia",2011,0.360587989100479,"Food",0.263792556485449,20
"166","Egypt, Arab Rep.",2004,0.4901322709125,"Food",0.22987722724342,0
"167","Egypt, Arab Rep.",2007,0.642465423057023,"Food",0.243469460138756,0
"168","Egypt, Arab Rep.",2011,0.806781083265556,"Food",0.255678059872969,0
"169","Eritrea",2004,-0.837404887881674,"Food",0.158431401686129,20
"170","Eritrea",2007,0.0255561770614249,"Food",0.233041555819113,20
"171","Eritrea",2011,-0.327017905698376,"Food",0.202215713586691,20
"172","Spain",2004,-0.0193085032569273,"Food",0.232696260414231,20
"173","Spain",2007,-0.0331558217493827,"Food",0.231801082663833,20
"174","Spain",2011,0.0632168841089695,"Food",0.239797460659622,20
"175","Ethiopia",2004,-0.566452148414611,"Food",0.13733855625256,0
"176","Ethiopia",2007,-0.315568303495514,"Food",0.159009912238449,0
"177","Ethiopia",2011,0.220469512956537,"Food",0.205283779279691,0
"178","Finland",2004,-0.193281157091602,"Food",0.217179717645139,20
"179","Finland",2007,-0.0631081624837603,"Food",0.228956632392721,20
"180","Finland",2011,-0.176745874610789,"Food",0.219205377841779,20
"181","Fiji",2004,-0.170667900391137,"Food",0.170150370810876,0
"182","Fiji",2007,-0.179973995959165,"Food",0.16964692898654,0
"183","Fiji",2011,-0.200177381574643,"Food",0.168155754278592,0
"184","Micronesia, Fed. Sts.",2004,-0.629007489097109,"Food",0.283536093033877,40
"185","Micronesia, Fed. Sts.",2007,-0.352290120061411,"Food",0.307042621269098,40
"186","Micronesia, Fed. Sts.",2011,-0.967459739920599,"Food",0.255233435657668,40
"187","Faroe Islands",2004,-0.344699625964255,"Food",0.540772764117806,60
"188","Faroe Islands",2007,-0.362422599891978,"Food",0.539259659551473,60
"189","Faroe Islands",2011,-0.328875542100216,"Food",0.542123750337747,60
"190","France",2004,0.501263803403384,"Food",0.282363746543321,20
"191","France",2007,0.195783839957312,"Food",0.254868758699005,20
"192","France",2011,0.34571203409002,"Food",0.268458153939958,20
"193","Gabon",2004,-0.199713699112608,"Food",0.166757273539081,0
"194","Gabon",2007,-0.132229125460902,"Food",0.172424199922197,0
"195","Gabon",2011,0.0638047840704319,"Food",0.189097065593723,0
"196","United Kingdom",2004,0.370412252426871,"Food",0.27025392908367,20
"197","United Kingdom",2007,0.278902146319063,"Food",0.261979302781946,20
"198","United Kingdom",2011,0.494691311516651,"Food",0.280954797224413,20
"199","Grenada",2004,0.407885123556239,"Food",0.371536778595842,40
"200","Grenada",2007,-0.763043281559725,"Food",0.271561759621427,40
"201","Grenada",2011,-0.606117676123357,"Food",0.284980512854702,40
"202","Georgia",2004,-0.267678832112942,"Food",0.163010544819361,0
"203","Georgia",2007,-0.402122923376351,"Food",0.150963535343431,0
"204","Georgia",2011,-0.598559004762566,"Food",0.134604678897016,0
"205","Ghana",2004,-0.414401058044967,"Food",0.149941725205054,0
"206","Ghana",2007,-0.352905725971297,"Food",0.154881690082641,0
"207","Ghana",2011,0.228660569955587,"Food",0.204182405447747,0
"208","Gibraltar",2004,NA,"Food",NA,100
"209","Gibraltar",2007,NA,"Food",NA,100
"210","Gibraltar",2011,NA,"Food",NA,100
"211","Greenland",2004,-0.226335478661243,"Food",0.550878141042961,60
"212","Greenland",2007,-0.0801209437575222,"Food",0.563361253715212,60
"213","Greenland",2011,-0.44027709250305,"Food",0.532612807349365,60
"214","Gambia, The",2004,-0.26597255013325,"Food",0.162400853900092,0
"215","Gambia, The",2007,-0.892398595338941,"Food",0.108586529737244,0
"216","Gambia, The",2011,-0.572988677369942,"Food",0.135369860870228,0
"217","Guinea",2004,-0.450598667703595,"Food",0.147397458485814,0
"218","Guinea",2007,-0.303049628138168,"Food",0.15996014956484,0
"219","Guinea",2011,-0.0121628709665357,"Food",0.184385121366821,0
"220","Equatorial Guinea",2004,-0.506105281377452,"Food",0.526992704674412,60
"221","Equatorial Guinea",2007,0.0509024706367202,"Food",0.57454741961632,60
"222","Equatorial Guinea",2011,0.429414556664533,"Food",0.606863009997298,60
"223","Greece",2004,-0.0400903201752627,"Food",0.231267952697991,20
"224","Greece",2007,-0.216369347674765,"Food",0.216351217129679,20
"225","Greece",2011,-0.235541616987279,"Food",0.215100932425956,20
"226","Guatemala",2004,-0.365927867903088,"Food",0.154709711994894,0
"227","Guatemala",2007,0.0412404983249715,"Food",0.189649367452867,0
"228","Guatemala",2011,0.212109789235354,"Food",0.203623924613484,0
"229","Guam",2004,-0.396326821400756,"Food",0.305123450031692,40
"230","Guam",2007,-0.19999752110496,"Food",0.322484356615785,40
"231","Guam",2011,-0.4066524784137,"Food",0.304986170964862,40
"232","Guinea-Bissau",2004,-0.589935974698656,"Food",0.190656534514124,20
"233","Guinea-Bissau",2007,-0.375446504051331,"Food",0.209078171675393,20
"234","Guinea-Bissau",2011,0.123431924805984,"Food",0.25187400984722,20
"235","Guyana",2004,0.0467664298008045,"Food",0.191942101332163,0
"236","Guyana",2007,-0.0928118551641947,"Food",0.18015867816285,0
"237","Guyana",2011,0.145211169152401,"Food",0.200751777738119,0
"238","Hong Kong SAR, China",2004,-0.245661999848817,"Food",0.210144307242056,20
"239","Hong Kong SAR, China",2007,-0.520811047710483,"Food",0.186555599763681,20
"240","Hong Kong SAR, China",2011,-1.02959553177628,"Food",0.141919765208677,20
"241","Honduras",2004,-0.413703371532549,"Food",0.149891792312391,0
"242","Honduras",2007,-0.222001808027857,"Food",0.166452309276208,0
"243","Honduras",2011,-0.131876470086971,"Food",0.17430893438374,0
"244","Croatia",2004,0.148825439181284,"Food",0.248952659109105,20
"245","Croatia",2007,0.249648564025514,"Food",0.256017727804217,20
"246","Croatia",2011,0.288152759101689,"Food",0.260585740683642,20
"247","Haiti",2004,-0.62518191025347,"Food",0.187530751211805,20
"248","Haiti",2007,-0.34006707193319,"Food",0.211911867258432,20
"249","Haiti",2011,0.410892746765963,"Food",0.276029112636524,20
"250","Hungary",2004,0.371829851484079,"Food",0.268930635411029,20
"251","Hungary",2007,-0.546970529721692,"Food",0.187457131471043,20
"252","Hungary",2011,-0.171483176299228,"Food",0.221870641916724,20
"253","Indonesia",2004,-0.172784913628692,"Food",0.173647823866949,0
"254","Indonesia",2007,0.0635205216608908,"Food",0.19390770008825,0
"255","Indonesia",2011,0.405315895250055,"Food",0.223266105718014,0
"256","Ireland",2004,0.566694696411275,"Food",0.287936192220085,20
"257","Ireland",2007,0.485743148624479,"Food",0.279869755030283,20
"258","Ireland",2011,0.614108435587232,"Food",0.292606026641895,20
"259","Israel",2004,-0.108405652700453,"Food",0.223610735498109,20
"260","Israel",2007,-0.0571325642902125,"Food",0.227461234239604,20
"261","Israel",2011,0.0751068139353583,"Food",0.240358567605906,20
"262","Isle of Man",2004,NA,"Food",NA,100
"263","Isle of Man",2007,NA,"Food",NA,100
"264","Isle of Man",2011,NA,"Food",NA,100
"265","India",2004,-0.373025765822104,"Food",0.15455463853327,0
"266","India",2007,-0.0337848055205039,"Food",0.183717133997777,0
"267","India",2011,0.272822557283756,"Food",0.209951476031025,0
"268","Iraq",2004,-0.550793955833678,"Food",0.138437577467756,0
"269","Iraq",2007,-0.373282899890761,"Food",0.153713854547053,0
"270","Iraq",2011,-0.175944832868255,"Food",0.171128818294914,0
"271","Iran, Islamic Rep.",2004,-0.279965709074377,"Food",0.161564666933936,0
"272","Iran, Islamic Rep.",2007,-0.0687761219431477,"Food",0.179732175453076,0
"273","Iran, Islamic Rep.",2011,-0.240214015813253,"Food",0.164413886107738,0
"274","Iceland",2004,-0.249634136941309,"Food",0.272848715096168,40
"275","Iceland",2007,0.00962837133047276,"Food",0.294709802190427,40
"276","Iceland",2011,0.133633001512224,"Food",0.305466961791426,40
"277","Italy",2004,0.221072816762919,"Food",0.255583426768426,20
"278","Italy",2007,0.0111403043516873,"Food",0.237246150143112,20
"279","Italy",2011,0.0884239808305895,"Food",0.244743205796794,20
"280","Channel Islands",2004,NA,"Food",NA,100
"281","Channel Islands",2007,NA,"Food",NA,100
"282","Channel Islands",2011,NA,"Food",NA,100
"283","Jamaica",2004,-0.25655443581056,"Food",0.162162660385004,0
"284","Jamaica",2007,-0.308248893403368,"Food",0.15810004395671,0
"285","Jamaica",2011,-0.298339975374993,"Food",0.159258332513212,0
"286","Jordan",2004,-0.059633818953163,"Food",0.176610171801055,0
"287","Jordan",2007,0.311570601904566,"Food",0.204507355441149,0
"288","Jordan",2011,0.955657988005592,"Food",0.259423409026909,0
"289","Japan",2004,0.259300574975267,"Food",0.25899874632095,20
"290","Japan",2007,0.287464784493291,"Food",0.261584540555711,20
"291","Japan",2011,0.154828840613482,"Food",0.250470438932817,20
"292","Kenya",2004,-0.554991297402629,"Food",0.138849173623646,0
"293","Kenya",2007,-0.236442541956023,"Food",0.165909346682717,0
"294","Kenya",2011,-0.11598675142461,"Food",0.175836866193448,0
"295","Kyrgyz Republic",2004,-0.222182398872149,"Food",0.168058249232425,0
"296","Kyrgyz Republic",2007,-0.238974334948929,"Food",0.165829882411375,0
"297","Kyrgyz Republic",2011,-0.117459602709088,"Food",0.176094629046796,0
"298","Cambodia",2004,-0.634977604492435,"Food",0.132177432330883,0
"299","Cambodia",2007,0.0311711750185364,"Food",0.18964934856394,0
"300","Cambodia",2011,0.858594890960802,"Food",0.26056596348001,0
"301","Kiribati",2004,-0.171142692529552,"Food",0.290483267070676,40
"302","Kiribati",2007,0.459915756549919,"Food",0.344534096097047,40
"303","Kiribati",2011,-1.25478197095735,"Food",0.198141229304289,40
"304","Comoros",2004,-0.506897402444069,"Food",0.29409477569132,40
"305","Comoros",2007,-0.267713814001267,"Food",0.314568634596743,40
"306","Comoros",2011,-0.324091241142115,"Food",0.309794757626034,40
"307","St. Kitts and Nevis",2004,2.18012560011982,"Food",0.480922761610699,40
"308","St. Kitts and Nevis",2007,-2.37684139274796,"Food",0.0918475159828764,40
"309","St. Kitts and Nevis",2011,-2.2258200609695,"Food",0.104751375522601,40
"310","Korea, Dem. People’s Rep.",2004,-0.25201372627902,"Food",0.222775521537754,20
"311","Korea, Dem. People’s Rep.",2007,-0.471447086733184,"Food",0.203319081969532,20
"312","Korea, Dem. People’s Rep.",2011,-0.24611518152921,"Food",0.223561637713828,20
"313","Korea, Rep.",2004,0.633142467140725,"Food",0.238886824403174,0
"314","Korea, Rep.",2007,0.626463358339931,"Food",0.237932583869136,0
"315","Korea, Rep.",2011,0.787491752523349,"Food",0.249968583723783,0
"316","Kuwait",2004,0.564789067999693,"Food",0.233621179341889,0
"317","Kuwait",2007,1.19542399605624,"Food",0.290894638569151,0
"318","Kuwait",2011,2.41705880886833,"Food",0.3979350123716,0
"319","Cayman Islands",2004,-0.463696736621828,"Food",0.530613347743853,60
"320","Cayman Islands",2007,-0.199751017769657,"Food",0.553147797892461,60
"321","Cayman Islands",2011,-0.177597300360003,"Food",0.555039178600378,60
"322","Kazakhstan",2004,-0.425259377668356,"Food",0.147286574381922,0
"323","Kazakhstan",2007,0.0432980796633536,"Food",0.187761847681163,0
"324","Kazakhstan",2011,0.576235765941974,"Food",0.23213228403435,0
"325","Lao PDR",2004,-0.335352876045929,"Food",0.215392550518136,20
"326","Lao PDR",2007,0.0401548477854056,"Food",0.248146352519786,20
"327","Lao PDR",2011,0.686717265544802,"Food",0.303545073866296,20
"328","Lebanon",2004,0.183820925941157,"Food",0.198519241770695,0
"329","Lebanon",2007,-0.0404660211615138,"Food",0.179952593732476,0
"330","Lebanon",2011,-0.21634359296728,"Food",0.165810823743761,0
"331","St. Lucia",2004,0.430047520019095,"Food",0.606917049446096,60
"332","St. Lucia",2007,-0.485850454031482,"Food",0.528721967035936,60
"333","St. Lucia",2011,-1.02822260630357,"Food",0.206638710638713,40
"334","Liechtenstein",2004,-0.233931038915982,"Food",0.55022966765739,60
"335","Liechtenstein",2007,-0.50104157454096,"Food",0.527425020264793,60
"336","Liechtenstein",2011,-0.104173551230861,"Food",0.561307754660902,60
"337","Sri Lanka",2004,-0.270024453821508,"Food",0.164468463765907,0
"338","Sri Lanka",2007,-0.0941070557040183,"Food",0.179651434325044,0
"339","Sri Lanka",2011,0.131069652049777,"Food",0.198692812958967,0
"340","Liberia",2004,-0.644764233731176,"Food",0.185704540454184,20
"341","Liberia",2007,-0.199988636516633,"Food",0.224429711966808,20
"342","Liberia",2011,0.138566392712851,"Food",0.252942642335024,20
"343","Lesotho",2004,-0.574816882403168,"Food",0.190256460370919,20
"344","Lesotho",2007,-0.450989351823173,"Food",0.200510651191744,20
"345","Lesotho",2011,-0.258851178910335,"Food",0.217345215059396,20
"346","Lithuania",2004,-0.159257220590009,"Food",0.220014729330044,20
"347","Lithuania",2007,-0.0110799003667308,"Food",0.232583345132204,20
"348","Lithuania",2011,0.0418901904694819,"Food",0.237178509545678,20
"349","Luxembourg",2004,0.302279944413204,"Food",0.263381131292473,20
"350","Luxembourg",2007,0.089153824193964,"Food",0.243668391446036,20
"351","Luxembourg",2011,-0.0185309312040663,"Food",0.234479755698196,20
"352","Latvia",2004,-0.384345977096343,"Food",0.199971227959637,20
"353","Latvia",2007,0.12793167670238,"Food",0.244430516115655,20
"354","Latvia",2011,0.183056146873262,"Food",0.24879612791128,20
"355","Libya",2004,-0.52006868992166,"Food",0.185856513292043,20
"356","Libya",2007,-0.341231075450289,"Food",0.201090675502695,20
"357","Libya",2011,-0.208815202339892,"Food",0.212528808184729,20
"358","Morocco",2004,-0.32228984105682,"Food",0.157009263150119,0
"359","Morocco",2007,-0.464876031781216,"Food",0.143578225874085,0
"360","Morocco",2011,0.204422220731363,"Food",0.201893677658426,0
"361","Moldova",2004,-0.119573005694318,"Food",0.223336023182826,20
"362","Moldova",2007,-0.810807815478468,"Food",0.163274558754024,20
"363","Moldova",2011,-0.18682429650331,"Food",0.217627429253699,20
"364","Montenegro",2004,NA,"Food",NA,100
"365","Montenegro",2007,-0.396807324268134,"Food",0.198445870845305,20
"366","Montenegro",2011,-0.214470682223977,"Food",0.215895981136128,20
"367","St. Martin (French part)",2004,NA,"Food",NA,100
"368","St. Martin (French part)",2007,NA,"Food",NA,100
"369","St. Martin (French part)",2011,NA,"Food",NA,100
"370","Madagascar",2004,-0.462422777520859,"Food",0.147438675193126,0
"371","Madagascar",2007,-0.18904612370634,"Food",0.171036531218133,0
"372","Madagascar",2011,0.0880772856261795,"Food",0.195422826831645,0
"373","Marshall Islands",2004,-0.796291516070494,"Food",0.226845977708846,40
"374","Marshall Islands",2007,3.18660292913469,"Food",0.842258848959741,60
"375","Marshall Islands",2011,-0.531423815559914,"Food",0.524831126722507,60
"376","Macedonia, FYR",2004,-0.152063752979032,"Food",0.221506317066379,20
"377","Macedonia, FYR",2007,-0.127695280365326,"Food",0.222156975340053,20
"378","Macedonia, FYR",2011,0.149338292999053,"Food",0.247070827177805,20
"379","Mali",2004,-0.496548813387651,"Food",0.142431185137318,0
"380","Mali",2007,-0.03196364040072,"Food",0.18173465569857,0
"381","Mali",2011,0.604982336845307,"Food",0.234769607415485,0
"382","Myanmar",2004,-0.373860671775838,"Food",0.156060489058032,0
"383","Myanmar",2007,0.0517615082183302,"Food",0.192701656357146,0
"384","Myanmar",2011,0.303850806421393,"Food",0.213940104254562,0
"385","Mongolia",2004,-0.394141728611012,"Food",0.151588366528787,0
"386","Mongolia",2007,-0.380508952405037,"Food",0.152916598193021,0
"387","Mongolia",2011,-0.0554107793952201,"Food",0.181127426177687,0
"388","Macao SAR, China",2004,-1.04285820604565,"Food",0.481167252094029,60
"389","Macao SAR, China",2007,2.39349984586905,"Food",0.77454741961632,60
"390","Macao SAR, China",2011,-1.50492145487559,"Food",0.441718454471764,60
"391","Northern Mariana Islands",2004,NA,"Food",NA,100
"392","Northern Mariana Islands",2007,NA,"Food",NA,100
"393","Northern Mariana Islands",2011,NA,"Food",NA,100
"394","Mauritania",2004,-0.547110182052704,"Food",0.192629640440706,20
"395","Mauritania",2007,-0.426365526193256,"Food",0.203053587536323,20
"396","Mauritania",2011,-0.124802328320751,"Food",0.229196578744673,20
"397","Malta",2004,-0.0158985107865814,"Food",0.233614042589761,20
"398","Malta",2007,-0.0574149310291878,"Food",0.230317100254402,20
"399","Malta",2011,-0.0791960121401857,"Food",0.22911725429191,20
"400","Mauritius",2004,0.310243704165532,"Food",0.215690166237114,0
"401","Mauritius",2007,0.410856089201896,"Food",0.227313343320828,0
"402","Mauritius",2011,-0.0122135720464898,"Food",0.185190381185205,0
"403","Maldives",2004,-0.119542706743946,"Food",0.175724191698319,0
